Title,Authors,Year,Source title,Cited by,Link,Document Type,Reg_or_Class,author_outcome,Type_of_NN,SJR_best_quartile,SJR_4_areas,sample_size,num_predictors,num_hidden_layers,hidden_layer_1,hidden_layer_2,hidden_layer_3,hidden_layer_4,hidden_layer_5,NN_complexity,RMSE_NN,RMSE_GAM,R2_NN,R2_GAM,AUC_NN,AUC_GAM
Soil Organic Carbon Prediction Using Digital Color Sensor in Peru,Montero E.; Vásquez A.; Alayo L.; Gutiérrez P.; Mestanza C.,2023,Communications in Computer and Information Science,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164253324&doi=10.1007%2f978-3-031-35445-8_16&partnerID=40&md5=7e45eccc09d1a5277b76b3719a4b360f,Conference paper,Reg,unclear,MLP,Q4,Engineering & Computer Science,351,2,1,32,NA,NA,NA,NA,33,0.5323,0.5251,0.0243,0.027,NA,NA
Multivariate analysis of radar images for environmental monitoring,Morlini I.; Orlandini S.,2001,Metron,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891380088&partnerID=40&md5=f405c89de7b98351a1c33a0de352a65d,Article,Reg,GAM,MLP,Q3,Engineering & Computer Science,255,2,1,2,NA,NA,NA,NA,3,2,1.26,NA,NA,NA,NA
"Interpretable generalized neural additive models for mortality prediction of COVID-19 hospitalized patients in Hamadan, Iran",Moslehi S.; Mahjub H.; Farhadian M.; Soltanian A.R.; Mamani M.,2022,BMC Medical Research Methodology,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145399509&doi=10.1186%2fs12874-022-01827-y&partnerID=40&md5=0840f194c11bf8c66121b60809b62bfd,Article,Class,NN,GNAM,Q1,Health & Biomedical Sciences,2818,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.782,0.682
Towards spatial predictions of disease transmission risk: Classical scrapie spill-over from domestic small ruminants to wild cervids,Mouta N.; Orge L.; Vicente J.; Cabral J.A.; Aranha J.; Carvalho J.; Torres R.T.; Pereira J.; Carvalho R.; Pires M.A.; Vieira-Pinto M.,2024,Web Ecology,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198176258&doi=10.5194%2fwe-24-47-2024&partnerID=40&md5=49fe6aa1d92f68ed68cd75471a54d1bd,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,360,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.71
Towards spatial predictions of disease transmission risk: Classical scrapie spill-over from domestic small ruminants to wild cervids,Mouta N.; Orge L.; Vicente J.; Cabral J.A.; Aranha J.; Carvalho J.; Torres R.T.; Pereira J.; Carvalho R.; Pires M.A.; Vieira-Pinto M.,2024,Web Ecology,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198176258&doi=10.5194%2fwe-24-47-2024&partnerID=40&md5=49fe6aa1d92f68ed68cd75471a54d1bd,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,272,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.78
Towards spatial predictions of disease transmission risk: Classical scrapie spill-over from domestic small ruminants to wild cervids,Mouta N.; Orge L.; Vicente J.; Cabral J.A.; Aranha J.; Carvalho J.; Torres R.T.; Pereira J.; Carvalho R.; Pires M.A.; Vieira-Pinto M.,2024,Web Ecology,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198176258&doi=10.5194%2fwe-24-47-2024&partnerID=40&md5=49fe6aa1d92f68ed68cd75471a54d1bd,Article,Class,NN,MLP,Q1,Environmental & Agricultural Sciences,44,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.87
Evaporating temperature estimation of refrigeration systems based on vibration data-driven soft sensors; [Estimation de la température d’évaporation des systèmes de réfrigération basée sur des capteurs logiciels et données de vibration],Nascimento A.S.B.D.S.; Machado J.P.Z.; Coelho L.D.S.; Flesch R.C.C.,2024,International Journal of Refrigeration,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205305490&doi=10.1016%2fj.ijrefrig.2024.08.020&partnerID=40&md5=b6a486c01a9126183b7fa770d79355bd,Article,Reg,NN,MLP,Q1,Engineering & Computer Science,63630,133,1,800,NA,NA,NA,NA,801,1.74,2.47,NA,NA,NA,NA
"Predicting blast-induced peak particle velocity using BGAMs, ANN and SVM: a case study at the Nui Beo open-pit coal mine in Vietnam",Nguyen H.; Bui X.-N.; Tran Q.-H.; Moayedi H.,2019,Environmental Earth Sciences,40,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069892773&doi=10.1007%2fs12665-019-8491-x&partnerID=40&md5=01093f4ed61e7070dd9246ca333a607f,Article,Reg,GAM,MLP,Q1,Environmental & Agricultural Sciences,79,6,2,8,6,NA,NA,NA,61,1.046,0.582,0.97,0.99,NA,NA
Evaluating artificial neural networks for predicting minute ventilation and lung deposited dose in commuting cyclists,Nyhan M.; McNabola A.; Misstear B.,2014,Journal of Transport and Health,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919328862&doi=10.1016%2fj.jth.2014.09.014&partnerID=40&md5=6d03e59a30186f4143f443922822f60a,Article,Reg,NN,MLP,Q1,Multidisciplinary & Other,14640,16,1,14,NA,NA,NA,NA,15,8.2,9,0.82,0.74,NA,NA
Evaluating artificial neural networks for predicting minute ventilation and lung deposited dose in commuting cyclists,Nyhan M.; McNabola A.; Misstear B.,2014,Journal of Transport and Health,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919328862&doi=10.1016%2fj.jth.2014.09.014&partnerID=40&md5=6d03e59a30186f4143f443922822f60a,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,14640,NA,1,14,NA,NA,NA,NA,15,0.3,0.4,0.82,0.74,NA,NA
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9774,0.9764
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9812,0.9764
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9771,0.9775
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9803,0.9818
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9639,0.9616
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9759,0.9756
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9813,0.9823
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9776,0.9825
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.8877,0.882
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9708,0.9707
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9023,0.8762
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9499,0.9613
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.853,0.8515
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.8778,0.8504
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9106,0.8792
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.8982,0.8898
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.8999,0.8937
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.916,0.8983
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9787,0.9778
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.8687,0.8528
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.8533,0.8473
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9334,0.9223
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.838,0.8322
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9018,0.9027
Assessing the potential impacts of climate change and their conservation implications in Japan: A case study of conifers,Ogawa-Onishi Y.; Berry P.M.; Tanaka N.,2010,Biological Conservation,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954814991&doi=10.1016%2fj.biocon.2010.04.021&partnerID=40&md5=ed6f58318d323fe47645dc3d1258b601,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,4,1,5,NA,NA,NA,NA,6,NA,NA,NA,NA,0.9239,0.9175
Unveiling the potential of operating time in improving machine learning models’ performance for waste biomass gasification systems,Olca K.D.; Yücel Ö.,2024,Renewable Energy,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206329332&doi=10.1016%2fj.renene.2024.121621&partnerID=40&md5=f900c637640217178b85b84759b41a5d,Article,Reg,Both,MLP,Q1,Engineering & Computer Science,5230,17,2,20,20,NA,NA,NA,441,1.42,0.824,0.908,0.969,NA,NA
Unveiling the potential of operating time in improving machine learning models’ performance for waste biomass gasification systems,Olca K.D.; Yücel Ö.,2024,Renewable Energy,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206329332&doi=10.1016%2fj.renene.2024.121621&partnerID=40&md5=f900c637640217178b85b84759b41a5d,Article,Reg,Both,MLP,Q1,Engineering & Computer Science,5230,17,2,20,20,NA,NA,NA,441,0.402,0.55,0.98,0.963,NA,NA
Unveiling the potential of operating time in improving machine learning models’ performance for waste biomass gasification systems,Olca K.D.; Yücel Ö.,2024,Renewable Energy,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206329332&doi=10.1016%2fj.renene.2024.121621&partnerID=40&md5=f900c637640217178b85b84759b41a5d,Article,Reg,Both,MLP,Q1,Engineering & Computer Science,5230,17,2,20,20,NA,NA,NA,441,0.19,0.156,0.979,0.986,NA,NA
Unveiling the potential of operating time in improving machine learning models’ performance for waste biomass gasification systems,Olca K.D.; Yücel Ö.,2024,Renewable Energy,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206329332&doi=10.1016%2fj.renene.2024.121621&partnerID=40&md5=f900c637640217178b85b84759b41a5d,Article,Reg,Both,MLP,Q1,Engineering & Computer Science,5230,17,2,20,20,NA,NA,NA,441,0.48,0.433,0.986,0.988,NA,NA
Unveiling the potential of operating time in improving machine learning models’ performance for waste biomass gasification systems,Olca K.D.; Yücel Ö.,2024,Renewable Energy,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206329332&doi=10.1016%2fj.renene.2024.121621&partnerID=40&md5=f900c637640217178b85b84759b41a5d,Article,Reg,Both,MLP,Q1,Engineering & Computer Science,5230,17,2,20,20,NA,NA,NA,441,0.355,0.282,0.974,0.984,NA,NA
"The Generalized Additive Model for the Assessment of the Direct, Diffuse, and Global Solar Irradiances Using SEVIRI Images, With Application to the UAE",Ouarda T.B.M.J.; Charron C.; Marpu P.R.; Chebana F.,2016,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976251278&doi=10.1109%2fJSTARS.2016.2522764&partnerID=40&md5=eadd65e7c4dd3b3c9aca696837f9a629,Article,Reg,GAM,ensemble_MLP,Q1,Environmental & Agricultural Sciences,46057,11,NA,NA,NA,NA,NA,NA,NA,58,55.7,NA,NA,NA,NA
"The Generalized Additive Model for the Assessment of the Direct, Diffuse, and Global Solar Irradiances Using SEVIRI Images, With Application to the UAE",Ouarda T.B.M.J.; Charron C.; Marpu P.R.; Chebana F.,2016,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976251278&doi=10.1109%2fJSTARS.2016.2522764&partnerID=40&md5=eadd65e7c4dd3b3c9aca696837f9a629,Article,Reg,GAM,ensemble_MLP,Q1,Environmental & Agricultural Sciences,46057,11,NA,NA,NA,NA,NA,NA,NA,140,115.1,NA,NA,NA,NA
"The Generalized Additive Model for the Assessment of the Direct, Diffuse, and Global Solar Irradiances Using SEVIRI Images, With Application to the UAE",Ouarda T.B.M.J.; Charron C.; Marpu P.R.; Chebana F.,2016,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976251278&doi=10.1109%2fJSTARS.2016.2522764&partnerID=40&md5=eadd65e7c4dd3b3c9aca696837f9a629,Article,Reg,GAM,ensemble_MLP,Q1,Environmental & Agricultural Sciences,46057,11,NA,NA,NA,NA,NA,NA,NA,76.9,47.5,NA,NA,NA,NA
"The Generalized Additive Model for the Assessment of the Direct, Diffuse, and Global Solar Irradiances Using SEVIRI Images, With Application to the UAE",Ouarda T.B.M.J.; Charron C.; Marpu P.R.; Chebana F.,2016,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976251278&doi=10.1109%2fJSTARS.2016.2522764&partnerID=40&md5=eadd65e7c4dd3b3c9aca696837f9a629,Article,Reg,GAM,ensemble_MLP,Q1,Environmental & Agricultural Sciences,9942,11,NA,NA,NA,NA,NA,NA,NA,76.9,75.5,NA,NA,NA,NA
"The Generalized Additive Model for the Assessment of the Direct, Diffuse, and Global Solar Irradiances Using SEVIRI Images, With Application to the UAE",Ouarda T.B.M.J.; Charron C.; Marpu P.R.; Chebana F.,2016,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976251278&doi=10.1109%2fJSTARS.2016.2522764&partnerID=40&md5=eadd65e7c4dd3b3c9aca696837f9a629,Article,Reg,GAM,ensemble_MLP,Q1,Environmental & Agricultural Sciences,9942,11,NA,NA,NA,NA,NA,NA,NA,201,173.9,NA,NA,NA,NA
"The Generalized Additive Model for the Assessment of the Direct, Diffuse, and Global Solar Irradiances Using SEVIRI Images, With Application to the UAE",Ouarda T.B.M.J.; Charron C.; Marpu P.R.; Chebana F.,2016,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976251278&doi=10.1109%2fJSTARS.2016.2522764&partnerID=40&md5=eadd65e7c4dd3b3c9aca696837f9a629,Article,Reg,GAM,ensemble_MLP,Q1,Environmental & Agricultural Sciences,9942,11,NA,NA,NA,NA,NA,NA,NA,105,90.1,NA,NA,NA,NA
An emission predictive system for CO and NOx from gas turbine based on ensemble machine learning approach,Pachauri N.,2024,Fuel,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187200769&doi=10.1016%2fj.fuel.2024.131421&partnerID=40&md5=469a2bbd9ea0dee0fcbf1ba6b0d29e1a,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,36733,8,NA,NA,NA,NA,NA,NA,NA,4.156,4.551,NA,NA,NA,NA
An emission predictive system for CO and NOx from gas turbine based on ensemble machine learning approach,Pachauri N.,2024,Fuel,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187200769&doi=10.1016%2fj.fuel.2024.131421&partnerID=40&md5=469a2bbd9ea0dee0fcbf1ba6b0d29e1a,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,36733,8,NA,NA,NA,NA,NA,NA,NA,0.684,0.714,NA,NA,NA,NA
Electrical Energy Prediction of Combined Cycle Power Plant Using Gradient Boosted Generalized Additive Model,Pachauri N.; Ahn C.W.,2022,IEEE Access,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125308488&doi=10.1109%2fACCESS.2022.3153720&partnerID=40&md5=e01474c1cb685564882b181e08fcdadb,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,47840,4,NA,NA,NA,NA,NA,NA,NA,3.7233,1.1053,0.952,0.9958,NA,NA
"Fish distribution predictions from different points of view: Comparing associative neural networks, geostatistics and regression models",Palialexis A.; Georgakarakos S.; Karakassis I.; Lika K.; Valavanis V.D.,2011,Hydrobiologia,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957851155&doi=10.1007%2fs10750-011-0676-6&partnerID=40&md5=60b9f142b8a1229cda8e96146c0249f3,Article,Reg,NN,ensemble_MLP,Q1,Environmental & Agricultural Sciences,NA,9,NA,NA,NA,NA,NA,NA,NA,27.485,558.315,NA,NA,NA,NA
Potential distribution of Goldenrod (Solidago altissima L.) during climate change in South Korea,Park J.S.; Choi D.; Kim Y.,2020,Sustainability (Switzerland),9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090408570&doi=10.3390%2fSU12176710&partnerID=40&md5=5607fa16c33085a28226cc9c5b6ea272,Article,Class,Both,MLP,Q1,Engineering & Computer Science,515,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.9
Global spatial distribution of Prosopis juliflora - one of the world’s worst 100 invasive alien species under changing climate using multiple machine learning models,Pasha S.V.; Reddy C.S.,2024,Environmental Monitoring and Assessment,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182955470&doi=10.1007%2fs10661-024-12347-1&partnerID=40&md5=fc68f96a81b88586ee7eba6799f28c9e,Article,Class,unclear,MLP,Q2,Multidisciplinary & Other,3091,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.98
"Comparing calibrated statistical and machine learning methods for wildland fire occurrence prediction: a case study of human-caused fires in Lac La Biche, Alberta, Canada",Phelps N.; Woolford D.G.,2021,International Journal of Wildland Fire,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116389565&doi=10.1071%2fWF20139&partnerID=40&md5=fbd20e37a29fcc3174510dbf13f0110b,Article,Class,GAM,ensemble_MLP,Q1,Environmental & Agricultural Sciences,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03069,0.04821
"Prediction of the landslide susceptibility: Which algorithm, which precision?",Pourghasemi H.R.; Rahmati O.,2018,Catena,355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036647324&doi=10.1016%2fj.catena.2017.11.022&partnerID=40&md5=a567aa4ad2433a8590bef040f1deee32,Article,Class,Both,MLP,Q1,Environmental & Agricultural Sciences,276,12,1,6,NA,NA,NA,NA,7,0.35,0.49,NA,NA,0.771,0.703
Combining wavelet transforms features and high-level features using CNN for face morphing attack detection,Razaq I.S.; Shukur B.K.,2023,International Journal of Information Technology (Singapore),7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170048743&doi=10.1007%2fs41870-023-01424-2&partnerID=40&md5=1a459393989e20b1e166ae76d6bd7e7a,Article,Class,NN,MLP,Q2,Engineering & Computer Science,3515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
